title,date,authors,keyword,Unnamed: 4
"Design and Demonstration of Highly Miniaturized, Low Cost Panel Level Glass Package for MEMS Sensors",May 2017,Chintan Buch,"bonding processes,encapsulation,glass,microsensors",
"Miniature Heterogeneous Fan-Out Packages for High-Performance, Large-Format Systems",May 2017,Carl Prevatte,"assembling,elastomers,LED displays,wafer level packaging",
Extremely High Temperature and High Pressure (x-HTHP) Endurable SOI Device and Sensor Packaging for Harsh Environment Applications,May 2017,K. Y. Au,"electronics packaging,finite element analysis,high-temperature electronics,reliability,silicon-on-insulator,temperature sensors,thermal management (packaging)",
A Study on the Novel Nylon Anchoring Polymer Layer(APL) Anisotropic Conductive Films(ACFs) for Ultra Fine Pitch Chip-on-Glass(COG) Applications,May 2017,Dal-Jin Yoon,"chip-on-board packaging,contact resistance,fine-pitch technology,polymer films,reliability",
Condition Monitoring Algorithm for Piezoresistive Silicon-Based Stress Sensor Data Obtained from Electronic Control Units,May 2017,Alexandru Prisacaru,"acoustic microscopes,condition monitoring,finite element analysis,piezoresistive devices,stress measurement",
Mechanical Characterization of SAC Solder Joints at High Temperature Using Nanoindentation,May 2017,Sudan Ahmed,"ageing,creep,crystal orientation,mechanical properties,nanoindentation,solders",
New Method to Separate Failure Modes by Transient Thermal Analysis of High Power LEDs,May 2017,Alexander Hanss,"cracks,finite element analysis,light emitting diodes,solders,thermal analysis",
Improving Terahertz Signal Travel Distance for Fault Isolation,May 2017,Hemachandar Tanukonda Devarajulu,"failure analysis,fault location,integrated circuit packaging,nondestructive testing,three-dimensional integrated circuits,time to market",
Effective Evaluation Method: A New Delamination Test Method for MUF (Molded Underfill) Package,May 2017,Junghwa Kim,"delamination,failure analysis,integrated circuit packaging,integrated circuit reliability,integrated circuit testing,thermal management (packaging)",
Measuring Sodium Migration in Mold Compounds Using a Sodium Amalgam Electrode as an Infinite Source,May 2017,Stefan Schwab,"electrochemical impedance spectroscopy,electromigration,encapsulation,power semiconductor devices",
A New Method for Prediction of Corrosion Processes in Metallization Systems for Substrates and Electrical Contacts,May 2017,Sandy Klengel,"corrosion testing,electrical contacts,metallisation,reliability,scanning electron microscopy",
The Paradoxical Role of Sulphur in Molding Compounds: Influence on High Temperature Reliability of Cu-Al Wirebond Interconnects,May 2017,A. Mavinkurve,"aluminium,chemical analysis,copper,corrosion protection,integrated circuit interconnections,lead bonding,moulding,protective coatings,reliability,sulphur",
Mechanistic Investigation and Prevention of Al Bond Pad Corrosion in Cu Wire-Bonded Device Assembly,May 2017,O. Chyan,"aluminium,copper,corrosion testing,electronics packaging,lead bonding,reliability",
Use Condition Risk Assessment for Moisture Related Failures,May 2017,Min Pei,"electronics packaging,risk management",
Drop Impact Reliability Test and Failure Analysis for Large Size High Density FOWLP Package on Package,May 2017,Zhaohui Chen,"chip scale packaging,copper,failure analysis,wafer level packaging",
The Comparative Study to Enhance Board Level Reliability Performance of Wafer Level Package At 0.25 mm Pitch Using Micro-Ball Drop and Electroplated Solder Technology,May 2017,Kuei Hsiao Kuo,"electroplating,solders,wafer level packaging",
Quality and Reliability Assessment of Cu Pillar Bumps for Fine Pitch Applications,May 2017,Othmane Jerhaoui,"copper alloys,fine-pitch technology,nickel alloys,silver alloys,tin alloys",
Effect of Prolonged Storage up to 1-Year on the High Strain Rate Properties of SAC Leadfree Alloys at Operating Temperatures up to 200 ��C,May 2017,Pradeep Lall,"ageing,automotive electronics,copper alloys,deformation,drilling,dynamic testing,reflow soldering,reliability,silver alloys,stress analysis,thermal analysis,tin alloys,viscoplasticity",
Sub-Micron Electrical Interconnection Enabled Ultra-High I/O Density Wafer Level SiP Integration,May 2017,C. J. Wu,"bonds (chemical),chemical mechanical polishing,electroless deposition,electroplating,three-dimensional integrated circuits,wafer level packaging",
Temporary Bonding and De-Bonding for Multichip-to-Wafer 3D Integration Process Using Spin-on Glass and Hydrogenated Amorphous Si,May 2017,M. Murugesan,"elemental semiconductors,excimer lasers,glass,integrated circuit bonding,multichip modules,silicon,three-dimensional integrated circuits,X-ray photoelectron spectra",
Cu/Adhesive Hybrid Bonding at 180 ��C in H-Containing HCOOH Vapor Ambient for 2.5D/3D Integration,May 2017,Ran He,"adhesive bonding,copper,integrated circuit bonding,integrated circuit testing,polymers,three-dimensional integrated circuits",
3D Packaging Challenges for High-End Applications,May 2017,Rahul Agarwal,"flip-chip devices,laminates,logic circuits,microassembling,multilayers,thermal management (packaging),three-dimensional integrated circuits,wafer bonding,wafer level packaging",
A Novel Method for Air-Gap Formation around Via-Middle (VM) TSVs for Effective Reduction in Keep-Out Zones (KOZ),May 2017,King-Jien Chui,"air gaps,annealing,thermal expansion,three-dimensional integrated circuits",
Warpage Study of Large 2.5D IC Chip Module,May 2017,Chieh-Lung Lai,"field programmable gate arrays,integrated circuit packaging,modules,moulding,silicon,thermal expansion",
Board Level Reliability Optimization for 3D IC Packages with Extra Large Interposer,May 2017,Laurene Yip,"circuit optimisation,copper alloys,failure analysis,flip-chip devices,integrated circuit packaging,integrated circuit reliability,low-k dielectric thin films,low-power electronics,solders,three-dimensional integrated circuits",
Heterogeneous Integration at Fine Pitch (�� 10 ?m) Using Thermal Compression Bonding,May 2017,Adeel A. Bajwa,"printed circuit interconnections,tape automated bonding",
Reliable Cu-Cu Thermocompression Bonding by Low Temperature Sintered Cu Nanowires,May 2017,Li Du,"copper,electroplating,integrated circuit interconnections,nanowires,reliability,sintering,tape automated bonding,three-dimensional integrated circuits",
Effect of Metallic Materials Films on the Properties of Copper/Tin Micro-Bump Thermo-Compression Bonding,May 2017,Yong Guan,"buffer layers,chemical interdiffusion,copper,heating,integrated circuit reliability,integrated circuit testing,metallic thin films,optical microscopy,pressing,scanning electron microscopy,sputter deposition,tape automated bonding,tin,X-ray chemical analysis,X-ray detection",
Thermal Bond Reliability of High Reliability New Palladium-Coated Copper Wire,May 2017,Motoki Eto,"failure analysis,gold,integrated circuit reliability,palladium",
Correlation Study of Pd Metallurgical Distributions and RF Characteristics of Pd Coated/Doped Ag-Alloy Wire Bonds,May 2017,Yi-Jung Sung,"current density,electric resistance measurement,electrical resistivity,focused ion beam technology,lead bonding,metallurgy,palladium,scanning electron microscopy,silver alloys",
Advances in Wire Bonding Technology for 3D Die Stacking and Fan Out Wafer Level Package,May 2017,Ivy Qin,"finite element analysis,integrated circuit interconnections,lead bonding,three-dimensional integrated circuits,wafer level packaging",
Development of Packaging Technology for High Temperature Resistant SiC Module of Automobile Application,May 2017,Kohei Tatsumi,"bonding processes,electronics packaging,hybrid electric vehicles,modules,MOSFET,nickel,power semiconductor devices,Schottky diodes,silicon compounds,wide band gap semiconductors",
High Performance Insulating Adhesive Film for High-Frequency Applications,May 2017,Junya Sato,"dielectric properties,flexible electronics,impedance matching,insulating thin films,semiconductor device packaging",
Epoxy/Cyanate Ester Copolymer Material for Molding Compounds in High-Temperature Operations,May 2017,Chia-Chi Tuan,"automotive electronics,moulding,plastic packaging,polymer blends,resins,thermal stability",
High Thermal Conductivity Mold Compounds for Advanced Packaging Applications,May 2017,M. Shibuya,"electronics packaging,moulding,thermal conductivity,thermal resistance",
Enhanced Thermal Conductivity of the Underfill Materials Using Insulated Core/shell Filler Particles for High Performance Flip Chip Applications,May 2017,Tae-Ryong Kim,"flip-chip devices,resins,silicon compounds,silver,thermal conductivity",
High Thermal Performance Package with Anisotropic Thermal Conductive Material,May 2017,Ian Hu,"ball grid arrays,flip-chip devices,integrated circuit design,integrated circuit testing,printed circuit testing,thermal management (packaging)",
The Reduction of Outgas from Pre-Applied Underfill Materials by Optimizing the Combination of Base Resin and Flux Compound,May 2017,Kohei Higashiguchi,"copper,flip-chip devices,lead bonding,life testing,melting point,outgassing,resins,silver alloys,solders,tin alloys,wetting",
Study of Capillary Underfill Filler Separation in Advanced Flip Chip Packages,May 2017,Marie-Claude Paquet,"assembling,copper alloys,fine-pitch technology,finite element analysis,flip-chip devices,interconnections,metallisation,particle size,reliability,solders",
Innovative Advances in Copper Electroplating for IC Substrate Manufacturing,May 2017,Kousik Ganesan,"electronics packaging,electroplating,integrated circuit manufacture",
Reflow Warpage Induced Interconnect Gaps between Package/PCB and PoP Top/Bottom Packages,May 2017,Kaiqiang Peng,"ball grid arrays,integrated circuit packaging,printed circuits,surface mount technology",
Warpage Tuning Study for Multi-chip Last Fan Out Wafer Level Package,May 2017,Hung-Yuan Li,"fine-pitch technology,moulding,multichip modules,reliability,thermal expansion,wafer level packaging,Young's modulus",
Warpage Characterization of Glass Interposer Package Development,May 2017,Meng-Kai Shih,"finite element analysis,glass,integrated circuit packaging,moulding,thermal expansion,three-dimensional integrated circuits",
The Influence of Resin Coverage on Reliability for Solder Joints Formed by One-Pass Reflow Using Resin Reinforced Low Temperature Solder Paste,May 2017,Atsushi Yamaguchi,"ball grid arrays,flip-chip devices,printed circuits,reflow soldering,reliability,resins,solders",
Analysis of System-Level Reliability of Single-Chip Glass BGA Packages with Advanced Solders and Polymer Collars,May 2017,Vidya Jayaram,"ball grid arrays,failure analysis,finite element analysis,glass,lead bonding,lithography,polymers,silicon,solders",
"A Comprehensive Study on Stress and Warpage by Design, Simulation and Fabrication of RDL-First Panel Level Fan-Out Technology for Advanced Package",May 2017,Puru Burce Lin,"finite element analysis,integrated circuit design,integrated circuit interconnections,network routing,thermal expansion,wafer level packaging,Young's modulus",
Next Generation High-Q Compact Size IPD Diplexer for RF Frond End SiP,May 2017,Sheng-Chi Hsieh,"copper,glass,inductors,mobile radio,multiplexing equipment,next generation networks,Q-factor,system-in-package,wireless LAN",
Self-Actuating 3D Printed Packaging for Deployable Antennas,May 2017,Ryan Bahr,microstrip antennas,
A Simple and Efficient RF Technique for TSV Characterization,May 2017,X. Sun,"inductance,integrated circuit modelling,network analysers,S-parameters,three-dimensional integrated circuits",
The Smallest Form Factor GPS for Mobile Devices,May 2017,Eb Andideh,"frequency response,gallium arsenide,Global Positioning System,III-V semiconductors,low noise amplifiers,microassembling,packaging,surface acoustic wave filters",
Transparent Antennas for Wireless Systems Based on Patterned Indium Tin Oxide and Flexible Glass,May 2017,Mark D. Poliks,"aluminium,annealing,buffer layers,electronics packaging,flexible electronics,glass,indium compounds,loop antennas,monopole antennas,photolithography,silicon compounds,sputtering,tin compounds,UHF antennas",
Transfer Function Reconfigurable Bandpass Filter Embedded with Metallic Grid,May 2017,Shang Yu Hung,"band-pass filters,capacitors,copper,photonic band gap,surface mount technology,transfer functions",
Capillary Condensation Based Wireless Volatile Molecular Sensor,May 2017,Saranraj Karuppuswami,"capacitors,coils,condensation,gas sensors,inductors,LC circuits,organic compounds,pick-ups,porous materials,resonators,wireless sensor networks",
Novel Polymer Substrate-Based 1.2kV/40A Double-Sided Intelligent Power Module,May 2017,Xin Zhao,"dielectric materials,driver circuits,electronics packaging,leakage currents,modules,MOSFET,polymers,power semiconductor diodes,resins,Schottky diodes,silicon compounds,wide band gap semiconductors",
Advanced Packaging Need for Automotive In-cabin Application,May 2017,Nokibul Islam,"automotive electronics,flip-chip devices,integrated circuit interconnections,integrated circuit packaging,lead bonding",
Reliability of eWLB (Embedded Wafer Level BGA) for Automotive Radar Applications,May 2017,Daniel Yap,"ball grid arrays,design of experiments,flip-chip devices,integrated circuit design,integrated circuit interconnections,integrated circuit reliability,integrated circuit testing,lead bonding,printed circuit design,road vehicle radar,wafer level packaging",
Packaging Innovations for High Voltage (HV) GaN Technology,May 2017,D. Mishra,"field effect transistors,gallium compounds,semiconductor device packaging,wide band gap semiconductors",
Thin-Film Magnetic Inductor for Integrated Power Management,May 2017,Annamalai Arasu Muthukumaraswamy,"magnetic thin films,power inductors,power integrated circuits,Q-factor,solenoids,voltage regulators",
Feasibility Investigations on Selective Laser Melting for the Development of Microchannel Cooling in Power Electronics,May 2017,Aarief Syed-Khaja,"cooling,interconnections,laser sintering,power semiconductor devices,thermal management (packaging)",
POL-kw Modules for High Power Applications,May 2017,Liang Yin,"cooling,modules,semiconductor device packaging,silicon compounds,wide band gap semiconductors",
Reliability Challenges in 2.5D and 3D IC Integration,May 2017,Li Li,"integrated circuit design,integrated circuit interconnections,integrated circuit reliability,system-in-package,three-dimensional integrated circuits",
"High Frequency Electrical Performance and Thermo-Mechanical Reliability of Fine-Pitch, Copper-Metallized Through-Package-Vias (TPVs) in Ultra-Thin Glass Interposers",May 2017,Sukhadha Viswanathan,"finite element analysis,metallisation,vias",
Reliability Evaluations on 3D IC Package beyond JEDEC,May 2017,Ganesh Hariharan,"assembling,electronic engineering computing,failure analysis,flip-chip devices,integrated circuit packaging,integrated circuit reliability,integrated circuit testing,lead bonding,object-oriented programming,silicon,three-dimensional integrated circuits",
Remarkable Suppression of Local Stress in 3D IC by Manganese Nitride-Based Filler with Large Negative CTE,May 2017,Hisashi Kino,"bending,fine-pitch technology,thermal expansion,three-dimensional integrated circuits",
Electrical Characterization of CMP-Less Via-Last TSV under Reliability Stress Conditions,May 2017,King Jien Chui,"chemical mechanical polishing,copper,cost reduction,integrated circuit reliability,leakage currents,thermal stresses,three-dimensional integrated circuits",
A Novel Failure Analysis Technique for Semiconductor Packaging by Xenon Difluoride Gas,May 2017,Hongqing Zhang,"failure analysis,focused ion beam technology,integrated circuit packaging,passivation,sputter etching,three-dimensional integrated circuits,xenon compounds",
Alternative 3D Small form Factor Methodology of System in Package for IoT and Wearable Devices Application,May 2017,Mike Tsai,"design of experiments,Internet of Things,surface mount technology,system-in-package,three-dimensional integrated circuits,wearable computers",
Novel Large-Area Attachment for High-Temperature Power Electronics Module Application,May 2017,Chunlei Liu,"high-temperature electronics,integrated circuit bonding,integrated circuit reliability,microassembling,power integrated circuits,silicon compounds,silver,sintering,thermal management (packaging),wide band gap semiconductors",
Bismuth-Based Transient Liquid Phase (TLP) Bonding as High-Temperature Lead-Free Solder Alternatives,May 2017,Junghyun Cho,"bismuth,bismuth alloys,bonding processes,high-temperature electronics,melting point,nickel alloys,reliability,shear strength,solders",
Silver Sinter Paste for SiC Bonding with Improved Mechanical Properties,May 2017,Wolfgang Schmitt,"electronics packaging,mechanical properties,microassembling,sintering,thermal conductivity",
Diffusion Barrier Effect of Ni-W-P and Ni-Fe UBMs during High Temperature Storage,May 2017,Li-Yin Gao,"ageing,copper alloys,diffusion barriers,iron alloys,metallisation,nickel alloys,phosphorus alloys,reflow soldering,scanning electron microscopy,silver alloys,tin alloys,tungsten alloys",
Study of C2W Bonding Using Cu Pillar with Side-Wall Plated Solder,May 2017,Ling Xie,"copper,integrated circuit bonding,integrated circuit interconnections,integrated circuit reliability,solders,surface topography",
Fabrication and Characterization of Nanoporous Metallic Interconnects Using Electrospun Nanofiber Template and Electrochemical Deposition,May 2017,Sheng-Po Fang,"eddy currents,electrodeposition,electrospinning,ferromagnetic materials,ferromagnetic resonance,interconnections,magnetic permeability,nanofabrication,nanofibres,nanoporous materials,skin effect",
Ga Liquid Metal Embrittlement for Fine Pitch Interconnect Rework,May 2017,E. Nguena,"ball grid arrays,fine-pitch technology,flip-chip devices,gallium,integrated circuit interconnections,liquid metal embrittlement,solders",
"Design, Fabrication and Connectorization of High-Performance Multimode Glass Waveguides for Board-Level Optical Interconnects",May 2017,Lars Brusberg,"integrated optics,optical design techniques,optical fabrication,optical fibre couplers,optical fibre losses,optical glass,optical interconnections,optical transceivers,optical waveguides,refractive index",
Axially Tapered Circular Core Polymer Optical Waveguides Enabling Highly Efficient Light Coupling,May 2017,Takaaki Ishigure,"optical polymers,optical waveguides",
First Demonstration of Single-Mode Polymer Optical Waveguides with Circular Cores for Fiber-to-Waveguide Coupling in 3D Glass Photonic Interposers,May 2017,Rui Zhang,"optical fabrication,optical fibre cladding,optical fibre couplers,optical glass,optical polymers,optical waveguides,photolithography",
3D Optical Coupling Techniques on Polymer Waveguides for Wafer and Board Level Integration,May 2017,Sebastian L��ngen,"flexible electronics,integrated circuit manufacture,integrated optics,masks,mirrors,nanolithography,optical couplers,optical planar waveguides,three-dimensional integrated circuits,wafer level packaging",
Position Dependence of Coupling Efficiency of Grating Coupler in Waveguide Cavity,May 2017,Shogo Ura,"coupled mode analysis,diffraction gratings,distributed Bragg reflectors,integrated optics,optical couplers,optical design techniques,optical fabrication,optical resonators,optical waveguides,silicon compounds",
"Efficient, Easy-to-Use, Planar Fiber-to-Chip Coupling Process with Angle-Polished Fibers",May 2017,Djorn Karnick,"elemental semiconductors,integrated optics,optical fibre couplers,silicon",
"Novel, High-Throughput, Fiber-to-Chip Assembly Employing Only Off-the-Shelf Components",May 2017,Nicolas Boyer,"assembling,elemental semiconductors,integrated optics,nanophotonics,optical fibres,silicon",
The Combined Effect of Mechanical Package Stress and Humidity on Chip Corrosion Probability,May 2017,G. Lorenz,"corrosion,failure analysis,finite element analysis,humidity,integrated circuit packaging,integrated circuit reliability,life testing,probability",
Mechanical Characterization of Anodic Bonding Using Chevron Microchannel,May 2017,David C. Woodrum,"brittleness,cooling,integrated circuit bonding,silicon,thermal management (packaging)",
Package-Level Si Micro-Fluid Cooler with Enhanced Jet Array for High Performance 3D Systems,May 2017,Yong Han,"cooling,integrated circuit design,integrated circuit packaging,jets,microchannel flow,three-dimensional integrated circuits",
A Unified and Versatile Model Study for Moisture Diffusion,May 2017,Liangbiao Chen,"absorption,diffusion,integrated circuit packaging,moisture,sorption",
Microstructure Simulation and Thermo-Mechanical Behavior Analysis of Copper Filled Through Silicon Vias Using Coupled Phase Field and Finite Element Methods,May 2017,Shui-Bao Liang,"copper alloys,crystal microstructure,finite element analysis,grain growth,integrated circuit modelling,integrated circuit reliability,silicon alloys,thermal expansion,thermal stresses,three-dimensional integrated circuits",
On the Process/History Dependence of Package Mechanical Performance,May 2017,Mingji Wang,"electronics packaging,finite element analysis",
Systematic Approach to Design High Power FPGA Package for Current-Carrying Capability,May 2017,Hong Shi,"ball grid arrays,current distribution,electromigration,electronics packaging,failure analysis,field programmable gate arrays,logic design",
Active and Passive Techniques for Noise Sensitive Circuits in Integrated Voltage Regulator Based Microprocessor Power Delivery,May 2017,Amit K. Jain,"microprocessor chips,voltage regulators",
High-Voltage Capacitors for Next-Generation Power Modules in Electric Vehicles,May 2017,Robert G. Spurney,"automotive electronics,electric vehicles,frequency stability,power capacitors",
Package and Printed Circuit Board Design of a 19.2 Gb/s Data Link for High-Performance Computing,May 2017,Sungjun Chun,"electronics packaging,error statistics,printed circuit design",
Signal and Power Integrity Analysis of High-Speed Links with Silicon Interposer,May 2017,Wendemagegnehu Beyene,"capacitors,high-speed integrated circuits,inductors",
Novel Parallel Resonance Peak Measurement and Lossy Transmission Line Modeling of 2-T and 3-T MLCC Capacitors for PDN Application,May 2017,Varin Sriboonlue,"ceramic capacitors,energy storage,power integrated circuits",
Eye-Diagram Estimation Methods for Voltage-and Probability-Dependent PAM-4 Signal on Stacked Through-Silicon Vias (TSVs),May 2017,Junyong Park,"jitter,probability,pulse amplitude modulation,three-dimensional integrated circuits",
Signal Integrity Modeling in Inhomogeneous Waveguide/PCB of Arbitrary Shape Using Broadband Green's Function,May 2017,Kung-Hau Ding,"Green's function methods,printed circuits,waveguides",
Package-Level EMI Shielding Technology with Silver Paste for Various Applications,May 2017,Kisu Joo,"drops,electromagnetic interference,electromagnetic shielding,integrated circuit packaging,reliability,silver",
Effects of Current Stress for Low Temperature Cu/Sn/Cu Solid-State-Diffusion Bonding,May 2017,Jian Cai,"annealing,anodes,cathodes,copper alloys,current density,diffusion bonding,electromigration,electroplating,surface treatment,tin alloys",
High Throughput Low Stress Air Jetting Carrier Release for RDL-First Fan-Out Wafer-Level-Packaging,May 2017,Hao Tang,"laser ablation,wafer level packaging",
48��10 Gbps Cost-Effective FPC-Based On-Board Optical Transmitter with PGA Connector,May 2017,Teng Li,"CMOS integrated circuits,electronics packaging,flexible electronics,flip-chip devices,integrated optics,integrated optoelectronics,laser cavity resonators,lenses,optical design techniques,optical fibre couplers,optical transmitters,semiconductor laser arrays,silver alloys,surface emitting lasers,tin alloys",
Next Generation Plating Technologies for FO-Panel Level Packaging,May 2017,Ralph Zoberbier,"copper,cost reduction,economies of scale,electrolytes,electroplating,reliability,semiconductor industry,supply chains,wafer level packaging",
A Density Staggered Cantilever for Micron Length Gravity Probing,May 2017,Qidong Wang,"cantilevers,chemical mechanical polishing,micromechanical devices",
Scalability and Yield in Elastomer Stamp Micro-Transfer-Printing,May 2017,David Gomez,"elastomers,integrated circuit yield,microassembling,printing",
Dynamic Strain of Ultrasonic Cu and Au Ball Bonding Measured In-Situ by Using Silicon Piezoresistive Sensor,May 2017,Keiichiro Iwanabe,"copper,gold,lead bonding,piezoresistive devices,strain measurement,ultrasonic bonding,ultrasonic measurement,vibrations",
High Transmittance Broadband THz Polarizer Using 3D-IC Technologies,May 2017,Nai-Chen Chi,"electronics packaging,sputter etching,three-dimensional integrated circuits,wafer bonding",
High Accuracy Thermal Compression Bonding Technology for Large-Sized Substrate,May 2017,Noboru Asahi,"cost reduction,integrated circuit bonding,integrated circuit packaging,soldering,tape automated bonding,three-dimensional integrated circuits,wafer level packaging",
Real-Time Color-Tunable White LEDs through Combination of Phosphor Patterns and Adaptive Liquid Lens,May 2017,Huai Zheng,"indium compounds,lenses,light emitting diodes,phosphors,surface tension",
Yield Comparison of Die-First Face-Down and Die-Last Fan-Out Wafer Level Packaging,May 2017,Amy P. Lujan,wafer level packaging,
Multi Beam Full Cut Dicing of Thin Si IC Wafers,May 2017,Jeroen Van Borkulo,"elemental semiconductors,integrated circuit manufacture,laser beam cutting,semiconductor technology,silicon",
A New Method for 3D Microstructure Fabrication via Ionic Wind,May 2017,Shangru Zhou,"microfabrication,polymer films",
A Unique Temporary Bond Solution Based on a Polymeric Material Tacky at Room Temperature and Highly Thermally Resistant Application Extension from 3D-SIC to FO-WLP,May 2017,Alain Phommahaxay,"electronics packaging,three-dimensional integrated circuits,wafer bonding",
3D Printed Out-of-Plane Antennas for Use on High Density Boards,May 2017,Mohd Ifwat Mohd Ghazali,"integrated circuit metallisation,microstrip antennas,monopole antennas,rapid prototyping (industrial),three-dimensional printing",
Exploring DDR4 Address Bus Design for High Speed Memory Interface,May 2017,Nanju Na,"DRAM chips,waveform analysis",
Demonstration of High Electrical Reliability of Sub-2 Micron Cu Traces Covered with Inorganic Dielectrics for Advanced Packaging Technologies,May 2017,Hiroshi Kudo,"electromigration,reliability,wafer level packaging",
The Comparison of Package Design and Electrical Analysis in Mobile Application,May 2017,Tsun-Lung Hsieh,"mobile handsets,system-in-package,wafer level packaging",
Multi-band Harmonic RF Tags for Barcode Applications in a Cluttered Environment,May 2017,Saranraj Karuppuswami,"bar codes,clutter,dipole antennas,radiofrequency identification,video surveillance",
High-Band AlN Based RF-MEMS Resonator for TSV Integration,May 2017,Nan Wang,"aluminium compounds,CMOS integrated circuits,crystal resonators,III-V semiconductors,integrated circuit reliability,integrated circuit testing,life testing,micromechanical resonators,multiplexing equipment,radiofrequency filters,resonator filters,surface acoustic waves,three-dimensional integrated circuits",
Equalization Enhancement Approaches for PAM4 Signaling for Next Generation Speeds,May 2017,J. He,"equalisers,pulse amplitude modulation,radio receivers,radio transmitters,signal processing",
Data Transfer Performance Analysis and Enhancement of Critical 3D Interconnects in a 3D SiP Based on Communication Channel Modeling Methodology,May 2017,Min Miao,"channel coding,error statistics,integrated circuit interconnections,system-in-package,telecommunication channels",
A Characterization Method for Interfacial Delamination of Copper/Epoxy Mold Compound Specimens under Mixed Mode I/III Loading,May 2017,V. N. N. Trilochan Rambhatla,"delamination,finite element analysis,moulding",
Low-Temperature Ultrasonic Bonding of Cu/Sn Microbumps with Au Layer for High Density Interconnection Applications,May 2017,Qinghua Zeng,"annealing,copper alloys,electrodeposition,flip-chip devices,gold,integrated circuit interconnections,integrated circuit reliability,lead bonding,tin alloys,ultrasonic bonding",
Chip-Scale SERF Atomic Magnetometer without Magnetic Shield,May 2017,Lin Lu,"digital-analogue conversion,magnetometers",
Numerical Simulations of Joint-to-Joint Temperature Variation During Thermo-Compression Bonding,May 2017,Depayne Athia,"finite element analysis,microsensors,tape automated bonding",
The Complete Packaging Reliability Studies through One Digital Image Correlation System,May 2017,Yuling Niu,"finite element analysis,integrated circuit bonding,integrated circuit packaging,integrated circuit reliability,three-dimensional integrated circuits",
Resistometric Characterization of the Interface between Au Wire Bonds to AlCuW Bond Pads,May 2017,Steve H. Kilgore,"aluminium alloys,ceramic packaging,contact resistance,focused ion beam technology,gold,lead bonding,scanning electron microscopy",
Comparison and Consistency of On-PCB Microstrip Line Modeling by 3D Fullwave and 2D Quasi-Static Approaches for High Speed Packaging System Signal Integrity Simulations,May 2017,Zhaoqing Chen,"electronics packaging,microstrip lines,printed circuits,S-parameters,SPICE",
Real-Time Diagnosis of Wire Degradation Based on Digital Signal Analysis,May 2017,Jinwoo Lee,"abrasion,digital signals,life testing,wires (electric)",
Electrical Transmission Properties of HBM Interface on 2.1-D System in Package Using Organic Interposer,May 2017,Yutaka Uematsu,"integrated circuit interconnections,integrated circuit layout,integrated memory circuits,organic compounds,system-in-package",
The Use of Single Layer MIS in Modern Assembly,May 2017,Kohan Lin,"assembling,integrated circuit interconnections,printed circuits",
Physical and Electrical Characterization of 3D Embedded Capacitor: A High-Density MIM Capacitor Embedded in TSV,May 2017,Ye Lin,"alumina,annealing,capacitors,current density,dielectric properties,leakage currents,MIM devices,nanoelectronics,scanning electron microscopy,three-dimensional integrated circuits",
Electrical and Thermal Simulation of SWIFT (TM) High-Density Fan-Out PoP Technology,May 2017,Curtis Zwenger,"integrated circuit packaging,mobile handsets,thermal management (packaging),three-dimensional integrated circuits",
High Reliability Challenges with Cu Wire Bonding for Automotive Devices in the AEC-Q006,May 2017,Junho Jeon,"automotive electronics,electronics packaging,lead bonding,life testing,moulding,reliability",
Development of Die Attachment Technology for Power IC Module by Introducing Indium into Sintered Nano-Silver Joint,May 2017,C. A. Yang,"bonding processes,indium,power integrated circuits,shear strength,silver,sintering,wetting",
Effect of Nickel-Coating Modified CNTs on the Dopant Dispersion and Performance of BGA Solder Joints,May 2017,Huayu Sun,"ball grid arrays,bismuth alloys,carbon nanotubes,doping,integrated circuit reliability,nickel,silver alloys,solders,tin alloys",
Assessing the Reliability of High Temperature Solder Alternatives,May 2017,M. Z. Kokash,"copper alloys,life testing,nanoparticles,reliability,silver alloys,solders",
High-Performance Silver Alloy Bonding Wire for Memory Devices,May 2017,Tetsuya Oyamada,"doping,DRAM chips,lead bonding,palladium alloys,reliability,silver alloys",
Low Pressure Solid-State Bonding Using Silver Preforms for High Power Device Packaging,May 2017,Jiaqi Wu,"bonding processes,cold rolling,electronics packaging,microassembling,thermal expansion,X-ray diffraction",
"Fabrication, Characterization and Comparison of FR4-Compatible Composite Magnetic Materials for High Efficiency Integrated Voltage Regulators with Embedded Magnetic Core Micro-Inductors",May 2017,M. L. F. Bellaredj,"composite materials,inductors,integrated circuit interconnections,magnetic cores,magnetic materials,Maxwell equations,multiprocessing systems,nickel compounds,system-on-chip,voltage regulators",
The Novel Failure Mechanism of the Polymer Ball Interconnected CBGA under Board Level Thermal Mechanical Stress,May 2017,Jeffrey ChangBing Lee,"ball grid arrays,integrated circuit packaging,integrated circuit reliability,printed circuit interconnections,solders,thermal stresses",
Development of Double Side Protection Process with Bump Support Film (BSF) and Backside Coating Tape for WLP,May 2017,Masanori Yamagishi,"adsorption,elastic moduli,integrated circuit reliability,wafer level packaging",
Design of Miura Folding-Based Micro-Supercapacitors as Foldable and Miniaturized Energy Storage Devices,May 2017,Bo Song,"graphene devices,sputter etching,supercapacitors",
Assembly and Reliability Challenges for Next Generation High Thermal TIM Materials,May 2017,Chi-An Pan,"acoustic tomography,epoxy insulation,graphite,thermal insulating materials,thermal management (packaging)",
